G,Name,U+,Style,Tags
,software-box-rectangle,e202,,
,software-box-roundedrectangle,e203,,
,software-character,e204,,
,software-crop,e205,,
,software-eyedropper,e206,,
,software-font-allcaps,e207,,
,software-font-baseline-shift,e208,,
,software-font-horizontal-scale,e209,,
,software-font-kerning,e20a,,
,software-font-leading,e20b,,
,software-font-size,e20c,,
,software-font-smallcapital,e20d,,
,software-font-smallcaps,e20e,,
,software-font-strikethrough,e20f,,
,software-font-tracking,e210,,
,software-font-underline,e211,,
,software-font-vertical-scale,e212,,
,software-horizontal-align-center,e213,,
,software-horizontal-align-left,e214,,
,software-horizontal-align-right,e215,,
,software-horizontal-distribute-center,e216,,
,software-horizontal-distribute-left,e217,,
,software-horizontal-distribute-right,e218,,
,software-indent-firstline,e219,,
,software-indent-left,e21a,,
,software-indent-right,e21b,,
,software-lasso,e21c,,
,software-layers1,e21d,,
,software-layers2,e21e,,
,software-layout,e232,,
,software-layout-2columns,e21f,,
,software-layout-3columns,e220,,
,software-layout-4boxes,e221,,
,software-layout-4columns,e222,,
,software-layout-4lines,e223,,
,software-layout-8boxes,e224,,
,software-layout-header,e22f,,
,software-layout-header-2columns,e225,,
,software-layout-header-3columns,e226,,
,software-layout-header-4boxes,e227,,
,software-layout-header-4columns,e228,,
,software-layout-header-complex,e22c,,
,software-layout-header-complex2,e229,,
,software-layout-header-complex3,e22a,,
,software-layout-header-complex4,e22b,,
,software-layout-header-sideleft,e22d,,
,software-layout-header-sideright,e22e,,
,software-layout-sidebar-left,e230,,
,software-layout-sidebar-right,e231,,
,software-magnete,e233,,
,software-pages,e234,,
,software-paintbrush,e235,,
,software-paintbucket,e236,,
,software-paintroller,e237,,
,software-paragraph,e241,,
,software-paragraph-align-left,e238,,
,software-paragraph-align-right,e239,,
,software-paragraph-center,e23a,,
,software-paragraph-justify-all,e23b,,
,software-paragraph-justify-center,e23c,,
,software-paragraph-justify-left,e23d,,
,software-paragraph-justify-right,e23e,,
,software-paragraph-space-after,e23f,,
,software-paragraph-space-before,e240,,
,software-pathfinder-exclude,e242,,
,software-pathfinder-intersect,e243,,
,software-pathfinder-subtract,e244,,
,software-pathfinder-unite,e245,,
,software-pen,e249,,
,software-pen-add,e246,,
,software-pencil,e247,,
,software-pen-remove,e248,,
,software-polygonallasso,e24a,,
,software-reflect-horizontal,e24b,,
,software-reflect-vertical,e24c,,
,software-remove-vectorpoint,e24d,,
,software-scale-expand,e24e,,
,software-scale-reduce,e24f,,
,software-selection-oval,e250,,
,software-selection-polygon,e251,,
,software-selection-rectangle,e252,,
,software-selection-roundedrectangle,e253,,
,software-shape-oval,e254,,
,software-shape-polygon,e255,,
,software-shape-rectangle,e256,,
,software-shape-roundedrectangle,e257,,
,software-slice,e258,,
,software-transform-bezier,e259,,
,software-vector-box,e25a,,
,software-vector-composite,e25b,,
,software-vector-line,e25c,,
,software-vertical-align-bottom,e25d,,
,software-vertical-align-center,e25e,,
,software-vertical-align-top,e25f,,
,software-vertical-distribute-bottom,e260,,
,software-vertical-distribute-center,e261,,
,software-vertical-distribute-top,e262,,
,spades,e263,,
,spread,e265,,
,spread-bookmark,e264,,
,spread-text,e267,,
,spread-text-bookmark,e266,,
,star,e268,,
,tablet,e269,,
,target,e26a,,
,todo,e26f,,
,todolist-pen,e26c,,
,todolist-pencil,e26b,,
,todo-pen-,e26e,,
,todo-pencil,e26d,,
,todo-txt,e270,,
,trashcan,e274,,
,trashcan-full,e271,,
,trashcan-refresh,e272,,
,trashcan-remove,e273,,
,upload,e275,,
,usb,e276,,
,video,e277,,
,watch,e278,,
,weather-aquarius,e279,,
,weather-aries,e27a,,
,weather-cancer,e27b,,
,weather-capricorn,e27c,,
,weather-cloud,e280,,
,weather-cloud-drop,e27d,,
,weather-cloud-lightning,e27e,,
,weather-cloud-snowflake,e27f,,
,weather-downpour-fullmoon,e281,,
,weather-downpour-halfmoon,e282,,
,weather-downpour-sun,e283,,
,weather-drop,e284,,
,weather-first-quarter-,e285,,
,weather-fog,e289,,
,weather-fog-fullmoon,e286,,
,weather-fog-halfmoon,e287,,
,weather-fog-sun,e288,,
,weather-fullmoon,e28a,,
,weather-gemini,e28b,,
,weather-hail,e28f,,
,weather-hail-fullmoon,e28c,,
,weather-hail-halfmoon,e28d,,
,weather-hail-sun,e28e,,
,weather-last-quarter,e290,,
,weather-leo,e291,,
,weather-libra,e292,,
,weather-lightning,e293,,
,weather-mistyrain,e297,,
,weather-mistyrain-fullmoon,e294,,
,weather-mistyrain-halfmoon,e295,,
,weather-mistyrain-sun,e296,,
,weather-moon,e29c,,
,weather-moondown-full,e298,,
,weather-moondown-half,e299,,
,weather-moonset-full,e29a,,
,weather-moonset-half,e29b,,
,weather-move2,e29d,,
,weather-newmoon,e29e,,
,weather-pisces,e29f,,
,weather-rain,e2a3,,
,weather-rain-fullmoon,e2a0,,
,weather-rain-halfmoon,e2a1,,
,weather-rain-sun,e2a2,,
,weather-sagittarius,e2a4,,
,weather-scorpio,e2a5,,
,weather-snow,e2aa,,
,weather-snowflake,e2a6,,
,weather-snow-fullmoon,e2a7,,
,weather-snow-halfmoon,e2a8,,
,weather-snow-sun,e2a9,,
,weather-star,e2ab,,
,weather-storm-11,e2ac,,
,weather-storm-32,e2ad,,
,weather-storm-fullmoon,e2ae,,
,weather-storm-halfmoon,e2af,,
,weather-storm-sun,e2b0,,
,weather-sun,e2b3,,
,weather-sundown,e2b1,,
,weather-sunset,e2b2,,
,weather-taurus,e2b4,,
,weather-tempest,e2b8,,
,weather-tempest-fullmoon,e2b5,,
,weather-tempest-halfmoon,e2b6,,
,weather-tempest-sun,e2b7,,
,weather-variable-fullmoon,e2b9,,
,weather-variable-halfmoon,e2ba,,
,weather-variable-sun,e2bb,,
,weather-virgo,e2bc,,
,weather-waning-cresent,e2bd,,
,weather-waning-gibbous,e2be,,
,weather-waxing-cresent,e2bf,,
,weather-waxing-gibbous,e2c0,,
,weather-wind,e2cb,,
,weather-wind-e,e2c1,,
,weather-wind-fullmoon,e2c2,,
,weather-windgust,e2c3,,
,weather-wind-halfmoon,e2c4,,
,weather-wind-n,e2c6,,
,weather-wind-ne,e2c5,,
,weather-wind-nw,e2c7,,
,weather-wind-s,e2c9,,
,weather-wind-se,e2c8,,
,weather-wind-sun,e2ca,,
,weather-wind-sw,e2cc,,
,weather-wind-w,e2cd,,
,webpage,e2d0,,
,webpage-img-txt,e2ce,,
,webpage-multiple,e2cf,,
,webpage-txt,e2d1,,
,world,e2d2,,
