G,Name,U+,Style,Tags
,push-chevron-down-o,e201,,
,push-chevron-down-r,e202,,
,push-chevron-left,e206,,
,push-chevron-left-o,e204,,
,push-chevron-left-r,e205,,
,push-chevron-right,e209,,
,push-chevron-right-o,e207,,
,push-chevron-right-r,e208,,
,push-chevron-up,e20c,,
,push-chevron-up-o,e20a,,
,push-chevron-up-r,e20b,,
,push-down,e20d,,
,push-left,e20e,,
,push-right,e20f,,
,push-up,e210,,
,qr,e211,,
,quote,e213,,
,quote-o,e212,,
,radio-check,e215,,
,radio-checked,e214,,
,ratio,e216,,
,read,e218,,
,readme,e217,,
,record,e219,,
,redo,e21a,,
,remote,e21b,,
,remove,e21d,,
,remove-r,e21c,,
,rename,e21e,,
,reorder,e21f,,
,repeat,e220,,
,ring,e221,,
,row-first,e222,,
,row-last,e223,,
,ruler,e224,,
,sand-clock,e225,,
,scan,e226,,
,screen,e229,,
,screen-mirror,e227,,
,screen-shot,e228,,
,screen-wide,e22a,,
,scroll-h,e22b,,
,scroll-v,e22c,,
,search,e22f,,
,search-found,e22d,,
,search-loading,e22e,,
,select,e232,,
,select-o,e230,,
,select-r,e231,,
,server,e234,,
,serverless,e233,,
,shape-circle,e235,,
,shape-half-circle,e236,,
,shape-hexagon,e237,,
,shape-rhombus,e238,,
,shape-square,e239,,
,shape-triangle,e23a,,
,shape-zigzag,e23b,,
,share,e23c,,
,shield,e23d,,
,shopping-bag,e23e,,
,shopping-cart,e23f,,
,shortcut,e240,,
,shutterstock,e241,,
,sidebar,e244,,
,sidebar-open,e242,,
,sidebar-right,e243,,
,signal,e245,,
,size,e246,,
,sketch,e247,,
,slack,e248,,
,sleep,e249,,
,smart-home-boiler,e24a,,
,smart-home-cooker,e24b,,
,smart-home-heat,e24c,,
,smart-home-light,e24d,,
,smart-home-refrigerator,e24e,,
,smart-home-wash-machine,e24f,,
,smartphone,e253,,
,smartphone-chip,e250,,
,smartphone-ram,e251,,
,smartphone-shake,e252,,
,smile,e259,,
,smile-mouth-open,e254,,
,smile-neutral,e255,,
,smile-no-mouth,e256,,
,smile-none,e257,,
,smile-sad,e258,,
,smile-upside,e25a,,
,software-download,e25b,,
,software-upload,e25c,,
,sort-az,e25d,,
,sort-za,e25e,,
,space-between,e25f,,
,space-between-v,e260,,
,spectrum,e261,,
,spinner,e263,,
,spinner-2,e262,,
,spinner-two,e265,,
,spinner-two-2,e264,,
,square,e266,,
,stack,e267,,
,stark,e268,,
,stopwatch,e269,,
,stories,e26a,,
,studio,e26b,,
,style,e26c,,
,sun,e26d,,
,support,e26e,,
,swap,e26f,,
,swap-vertical,e270,,
,sweden,e271,,
,swiss,e272,,
,sync,e273,,
,tab,e274,,
,tag,e275,,
,tally,e276,,
,tap-double,e277,,
,tap-single,e278,,
,template,e279,,
,tennis,e27a,,
,terminal,e27b,,
,terrain,e27c,,
,thermometer,e27d,,
,thermostat,e27e,,
,tikcode,e27f,,
,time,e282,,
,timelapse,e280,,
,timer,e281,,
,today,e283,,
,toggle-off,e284,,
,toggle-on,e285,,
,toggle-square,e287,,
,toggle-square-off,e286,,
,toolbar-bottom,e288,,
,toolbar-left,e289,,
,toolbar-right,e28a,,
,toolbar-top,e28b,,
,toolbox,e28c,,
,touchpad,e28d,,
,track,e28e,,
,transcript,e28f,,
,trash,e291,,
,trash-empty,e290,,
,tree,e293,,
,trees,e292,,
,trello,e294,,
,trending,e296,,
,trending-down,e295,,
,trophy,e297,,
,tv,e298,,
,twilio,e299,,
,twitter,e29a,,
,ui-kit,e29b,,
,umbrella,e29c,,
,unavailable,e29d,,
,unblock,e29e,,
,undo,e29f,,
,unfold,e2a0,,
,unsplash,e2a1,,
,usb,e2a3,,
,usb-c,e2a2,,
,user,e2a8,,
,user-add,e2a4,,
,userlane,e2a5,,
,user-list,e2a6,,
,user-remove,e2a7,,
,vercel,e2a9,,
,view-cols,e2aa,,
,view-comfortable,e2ab,,
,view-day,e2ac,,
,view-grid,e2ad,,
,view-list,e2ae,,
,view-month,e2af,,
,view-split,e2b0,,
,vinyl,e2b1,,
,voicemail,e2b4,,
,voicemail-o,e2b2,,
,voicemail-r,e2b3,,
,volume,e2b5,,
,webcam,e2b6,,
,website,e2b7,,
,windows,e2b8,,
,work-2,e2b9,,
,yinyang,e2ba,,
,youtube,e2bb,,
,zoom-in,e2bc,,
,zoom-out,e2bd,,
