G,Name,U+,Style,Tags
,chimney-2,e2e5,,
,chinese,e2ec,,
,chinese-2,e2e7,,
,chinese-one,e2e9,,
,chinese-one-2,e2e8,,
,chinese-pavilion,e2eb,,
,chinese-pavilion-2,e2ea,,
,chip,e2ee,,
,chip-2,e2ed,,
,chopping-board,e2f0,,
,chopping-board-2,e2ef,,
,chopsticks-fork,e2f1,,
,christmas-tree,e2f5,,
,christmas-tree-2,e2f2,,
,christmas-tree-one,e2f4,,
,christmas-tree-one-2,e2f3,,
,church-one,e2f7,,
,church-one-2,e2f6,,
,church-two,e2f9,,
,church-two-2,e2f8,,
,circle-double-down,e2fb,,
,circle-double-down-2,e2fa,,
,circle-double-left,e2fd,,
,circle-double-left-2,e2fc,,
,circle-double-right,e2ff,,
,circle-double-right-2,e2fe,,
,circle-double-up,e301,,
,circle-double-up-2,e300,,
,circle-five-line,e303,,
,circle-five-line-2,e302,,
,circle-four,e307,,
,circle-four-2,e304,,
,circle-four-line,e306,,
,circle-four-line-2,e305,,
,circle-house,e309,,
,circle-house-2,e308,,
,circle-left-down,e30b,,
,circle-left-down-2,e30a,,
,circle-left-up,e30d,,
,circle-left-up-2,e30c,,
,circle-right-down,e30f,,
,circle-right-down-2,e30e,,
,circle-right-up,e311,,
,circle-right-up-2,e310,,
,circles-and-triangles,e313,,
,circles-and-triangles-2,e312,,
,circles-seven,e315,,
,circles-seven-2,e314,,
,circle-three,e317,,
,circle-three-2,e316,,
,circle-two-line,e319,,
,circle-two-line-2,e318,,
,circular-connection,e31b,,
,circular-connection-2,e31a,,
,circus,e31d,,
,circus-2,e31c,,
,city,e323,,
,city-2,e31e,,
,city-gate,e320,,
,city-gate-2,e31f,,
,city-one,e322,,
,city-one-2,e321,,
,classroom,e325,,
,classroom-2,e324,,
,clear,e329,,
,clear-2,e326,,
,clear-format,e328,,
,clear-format-2,e327,,
,click,e32b,,
,click-2,e32a,,
,click-to-fold,e32c,,
,clipboard,e32e,,
,clipboard-2,e32d,,
,clock-tower,e330,,
,clock-tower-2,e32f,,
,close,e335,,
,close-one,e332,,
,close-one-2,e331,,
,close-remind,e333,,
,close-small,e334,,
,close-wifi,e336,,
,clothes-briefs,e338,,
,clothes-briefs-2,e337,,
,clothes-cardigan,e339,,
,clothes-crew-neck,e33a,,
,clothes-diapers,e33b,,
,clothes-gloves,e33d,,
,clothes-gloves-2,e33c,,
,clothes-gloves-two,e33f,,
,clothes-gloves-two-2,e33e,,
,clothes-hoodie,e341,,
,clothes-hoodie-2,e340,,
,clothes-pants,e344,,
,clothes-pants-short,e343,,
,clothes-pants-short-2,e342,,
,clothes-pants-sweat,e346,,
,clothes-pants-sweat-2,e345,,
,clothes-short-sleeve,e347,,
,clothes-skates,e349,,
,clothes-skates-2,e348,,
,clothes-suit,e34a,,
,clothes-sweater,e34b,,
,clothes-turtleneck,e34d,,
,clothes-turtleneck-2,e34c,,
,clothes-windbreaker,e34f,,
,clothes-windbreaker-2,e34e,,
,cloud-storage,e351,,
,cloud-storage-2,e350,,
,cloudy,e355,,
,cloudy-2,e352,,
,cloudy-night,e354,,
,cloudy-night-2,e353,,
,clue,e357,,
,clue-2,e356,,
,coat-hanger,e359,,
,coat-hanger-2,e358,,
,cocktail,e35a,,
,coconut-tree,e35c,,
,coconut-tree-2,e35b,,
,code,e363,,
,code-brackets,e35d,,
,code-computer,e35e,,
,code-download,e35f,,
,code-laptop,e361,,
,code-laptop-2,e360,,
,code-one,e362,,
,coffee-machine,e365,,
,coffee-machine-2,e364,,
,cola,e367,,
,cola-2,e366,,
,collapse-text-input,e368,,
,collect-computer,e36a,,
,collect-computer-2,e369,,
,collection-files,e36c,,
,collection-files-2,e36b,,
,collection-records,e36e,,
,collection-records-2,e36d,,
,collect-laptop,e370,,
,collect-laptop-2,e36f,,
,collect-picture,e372,,
,collect-picture-2,e371,,
,color-card,e374,,
,color-card-2,e373,,
,color-filter,e376,,
,color-filter-2,e375,,
,column,e377,,
,comb,e378,,
,command,e37a,,
,command-2,e379,,
,comment,e380,,
,comment-2,e37b,,
,comment-one,e37d,,
,comment-one-2,e37c,,
,comments,e37f,,
,comments-2,e37e,,
,commodity,e382,,
,commodity-2,e381,,
,communication,e384,,
,communication-2,e383,,
,commuter-bag,e386,,
,commuter-bag-2,e385,,
,compass,e38a,,
,compass-2,e387,,
,compass-one,e389,,
,compass-one-2,e388,,
,components,e38c,,
,components-2,e38b,,
,composition,e38e,,
,composition-2,e38d,,
,compression,e390,,
,compression-2,e38f,,
,computer,e393,,
,computer-2,e391,,
,computer-one,e392,,
,concern,e395,,
,concern-2,e394,,
,conditioner,e397,,
,conditioner-2,e396,,
,cone,e39a,,
,cones,e399,,
,cones-2,e398,,
,config,e39c,,
,config-2,e39b,,
,confounded-face,e39e,,
,confounded-face-2,e39d,,
,confused-face,e3a0,,
,confused-face-2,e39f,,
,connect,e3af,,
,connect-2,e3a1,,
,connect-address-one,e3a3,,
,connect-address-one-2,e3a2,,
,connect-address-two,e3a5,,
,connect-address-two-2,e3a4,,
,connection,e3ae,,
,connection-2,e3a6,,
,connection-arrow,e3a7,,
,connection-box,e3a9,,
,connection-box-2,e3a8,,
,connection-point,e3ab,,
,connection-point-2,e3aa,,
,connection-point-two,e3ad,,
,connection-point-two-2,e3ac,,
,consignment,e3b1,,
,consignment-2,e3b0,,
,consume,e3b3,,
,consume-2,e3b2,,
,contrast,e3b5,,
,contrast-2,e3b4,,
,contrast-view,e3b9,,
,contrast-view-2,e3b6,,
,contrast-view-circle,e3b8,,
,contrast-view-circle-2,e3b7,,
,control,e3bb,,
,control-2,e3ba,,
,converging-gateway,e3bd,,
,converging-gateway-2,e3bc,,
,cook,e3c3,,
,cook-2,e3be,,
,cooking,e3c2,,
,cooking-2,e3bf,,
,cooking-pot,e3c1,,
,cooking-pot-2,e3c0,,
,cooperative-handshake,e3c4,,
,coordinate-system,e3c6,,
,coordinate-system-2,e3c5,,
,copy,e3ce,,
,copy-2,e3c7,,
,copy-link,e3c9,,
,copy-link-2,e3c8,,
,copy-one,e3cb,,
,copy-one-2,e3ca,,
,copyright,e3cd,,
,copyright-2,e3cc,,
,corner-down-left,e3cf,,
,corner-down-right,e3d0,,
,corner-left-down,e3d1,,
,corner-left-up,e3d2,,
,corner-right-down,e3d3,,
,corner-right-up,e3d4,,
,corner-up-left,e3d5,,
,corner-up-right,e3d6,,
,coronavirus,e3d8,,
,coronavirus-2,e3d7,,
,correct,e3da,,
,correct-2,e3d9,,
,cosmetic-brush,e3dc,,
,cosmetic-brush-2,e3db,,
,coupon,e3de,,
,coupon-2,e3dd,,
,court,e3df,,
,cpu,e3e1,,
,cpu-2,e3e0,,
,crab,e3e3,,
,crab-2,e3e2,,
,creation-date-sort,e3e4,,
,creative,e3e6,,
,creative-2,e3e5,,
,credit,e3e7,,
,crib,e3e8,,
,croissant,e3e9,,
,cross-ring,e3eb,,
,cross-ring-2,e3ea,,
,cross-ring-two,e3ec,,
,cross-society,e3ee,,
,cross-society-2,e3ed,,
,crown,e3f0,,
,crown-2,e3ef,,
,crown-three,e3f2,,
,crown-three-2,e3f1,,
,crown-two,e3f4,,
,crown-two-2,e3f3,,
,cruise,e3f6,,
,cruise-2,e3f5,,
,crying-baby,e3f8,,
,crying-baby-2,e3f7,,
,cube,e3fc,,
,cube-five,e3f9,,
,cube-four,e3fb,,
,cube-four-2,e3fa,,
,cube-three,e3fd,,
,cube-two,e3fe,,
,cup,e403,,
,cup-2,e3ff,,
,cup-four,e400,,
,cup-one,e402,,
,cup-one-2,e401,,
,curling,e405,,
,curling-2,e404,,
,currency,e406,,
,curve-adjustment,e408,,
,curve-adjustment-2,e407,,
,customer,e409,,
,cutting,e40c,,
,cutting-one,e40b,,
,cutting-one-2,e40a,,
,cuvette,e40e,,
,cuvette-2,e40d,,
,cycle,e413,,
,cycle-arrow,e40f,,
,cycle-movement,e410,,
,cycle-one,e412,,
